speaker,sentence,emotion,annotation
Joey,"Wha? Wha..aa? Let me get the father. Hey, we need a father over here! We need a father!",7,2100110
Lydia,There is no father.,0,5000000
Joey,"Oh, oh, oh, sorry.",7,2110010
Lydia,"Ok, that's ok. I'm fine. I'm... oh!",7,2100020
Joey,"Oh, uh, ok. Right this way. All the other pregnant women seem to be goin' in here.",0,5000000
Lydia,Ok.,0,5000000
Barry,"Sweetheart, just gimme- gimme another chance, okay, we'll start all over again. We'll go back to Aruba.",3,1013000
Bernice,"Dr. Farber, we've got a bit of an emergency here...Jason Costalano is choking on his retainer.",3,0014000
Barry,Oh God...,3,0003020
Barry,"I'll be right there, Bernice.",0,3001010
Barry,"Look, please, please don't go anywhere, okay?",3,0013010
Barry,"I'll be, I'll be right back.",7,2002010
Rachel,Okay.,0,5000000
Rachel,"Okay, we'll be here!",0,4000010
Rachel,Hating you!,4,0000401
Rachel,Did you see how he was sweating when he walked out of there?,5,0000032
Rachel,"Listen honey, if I'm hogging the ball too much you just jump right in there and take a couple punches because I'm telling you, this feels",0,3010010
Mindy,Yeah... I'm pretty sure I'm still gonna marry him.,1,2300000
Rachel,"What are you talking about?! Mindy, the guy is the devil! He's Satan in a smock!",6,0000104
Mindy,"Look, I know he's not perfect, but the truth is, at the end of the day, I still really wanna be Mrs. Dr. Barry Farber, D.D.S.",0,3100010
Rachel,Oh God.,5,0000032
Mindy,I hope you can find some way to be happy for me. And I hope you'll still be my maid of honor...?,7,2021000
Rachel,And I hope Barry doesn't kill you and eat you in Aruba.,7,0012002
Phoebe,"Listen, Roberts gonna be here any second so, will one of you just tell him?",0,4000100
Ross,Oh.,7,2001020
Phoebe,"Please, right now, no, every time I see him its like Is it on the lose? Is it watching me?",3,2003000
Chandler,"We cant tell him, you cant go up to a guy you barely know and talk about his.... stuff.",7,1001012
Ross,"Hes right, even if its to say something complementary.",0,4000001
Robert,Hey!,5,0200030
Phoebe,Hey.,0,3000020
Robert,"So are ready for the gym? Theyve got this new rock climbing wall, we can spot each other.",0,4100000
Phoebe,"No, I can spot you from here.",0,3010001
Robert,What?,5,0000050
Phoebe,"Okay, listen Robert...",0,3001100
Phoebe,I dont have time for this.,4,2000300
Monica,"No, that is what the game is.",0,5000000
Phoebe,Which you just gave up really quickly.,0,3000101
Chandler,Have you seen Joey?,0,4001000
Monica,Whats the matter?,0,4000010
Chandler,"Oh, just this!  Yknow what its my fault really, because the couch is usually where we",0,3000020
Joey,"Hey, does somebody wanna hand me one of those tiles.",0,4000010
Chandler,Whats going on?,5,2000030
Monica,Hes retiling my floor.,0,5000000
Chandler,Yo!! Spackel boy! Get up!,7,0200111
Monica,"Ah-ah-ah, now you started this, you will finish it.",7,2100200
Chandler,He started mine first!,4,0010310
Phoebe,"Build the unit Cinderelly, lay the tile Cinderelly.",7,2100101
Chandler,Come on Chloe! Finish up with your customer first. Come on Chloe! Come on Chloe!!,7,1200101
Issac,Can I help you?,0,5000000
Chandler,Uh-oh.,3,1013000
Joey,"Uh, y'know what, were having second thoughts about our copying needs. And well need a little more time to think about it.",0,4001000
Issac,"Chloe, switch with me, theres some guys here that got a crush on you.",0,3100001
Chandler,"Okay, that hurt us.",7,1020101
Chloe,Hi guys. I havent seen you since this morning.,0,4100000
Chandler,"Well ah, ........y'know.",0,4100000
Chloe,"Hey, what are you guys doing tomorrow night?",0,4100000
Joey,Both of us?,5,0000050
Chloe,Maybe. Does that scare ya?,0,3100010
Chloe,Relax. Its just Issacs D.J.-ing at the Philly. You should come.,0,4100000
Joey,Well be there.,1,2300000
Chloe,"Great. Ill ah, see ya then.",1,1400000
Chandler,"All right, rock on.",1,1400000
Ross,"Umm, candles, champagne, yeah anniversaries are great.",1,1300001
Ross,"Cause you know love lasts forever, y'know.",7,1210001
Ross,"Nothing like it in this lifetime, money in the bank, so Rachel and I broke up.",2,0050000
Carol,"Oh God, Ross I am so sorry.",7,1020020
Ross,"Yeah, well.",0,3010001
Carol,"Y'know what, I want to talk to you about this so much, but we should probably do it when we could really get into it, are you free for dinner tomorrow night?",0,4010000
Ross,"Oh yeah, Id love that.",1,2300000
Carol,"Oh, great! Me too.",1,0400010
Ross,I guess it all started when Rachel got this new job.,0,5000000
Ross,And why do you care so much?,0,5000000
Monica,Because! You could get to live out my fantasy!,1,0300020
Ross,You had fantasies about Emily?,7,2000012
Monica,"No! Yknow,",0,4000001
Ross,Is that why in junior high you were the only one that hung out with that Ukrainian kid?,0,3000011
Monica,"Yeah that, plus his mom used to put sour cream on everything!",7,2100002
Ross,Ahh.,0,5000000
Monica,Do you love her?,0,3020000
Ross,"We said it was only going to be two weeks, yknow?",0,3020000
Monica,You love her!,5,0200030
Ross,What-what is love really?,0,3011000
Monica,"Ohhh, I",0,4010000
Ross,I am a good kisser.,0,4100000
Monica,"Then you two can, can sneak into the cockpit, and things will start to heat up, and then a stewardess comes in  Ive been watching too much porn.",0,3100001
Supervisor,So basically this is very easy. You read from the script and try to sell as much toner as you possibly can.,0,5000000
Phoebe,"Okay, I can do that! Oh, by the way, I",1,1300010
Supervisor,Why dont we do a trial run.,0,5000000
Phoebe,"Oh okay. Umm, all right.  Hi, this is Phoebe from Empire Office Supplies, can I speak to your supply manager please?",0,3101000
Supervisor,Im the supply manager.,0,5000000
Phoebe,"Umm, okay I would like to talk to you about your toner needs.",0,4100000
Chandler,"Kathy! Kathy! Hi!! Kathy! Kathy! (She doesn't hear him and keeps running, Chandler starts chasing her as the theme to",7,2100020
Kathy,"Hey, Chandler! What are you doing here?",5,0100040
Chandler,"Oh, I just wanted to say, ""Hey!""",1,2300000
Kathy,Hey!,0,3200000
Chandler,Okay.,0,5000000
Phoebe,"Oh, hey, Mon, do you still have your like old blouses and dresses from high school?",0,4000010
Monica,"Yeah, I think I have some around here somewhere. Why?",0,4100000
Phoebe,"Well, its just that maternity clothes are so expensive.",7,2000012
Monica,"Hey, Rach! I made a pile of your stuff over on this side of the room. If you could justthrow your purses at it.",7,2100011
Rachel,Bloomingdales,0,5000000
Monica,"Oh my God, are you out of a job?",5,0000050
Rachel,"No, but they stuck me in personal shopping. Which is just a",2,1030100
Phoebe,Okay!,7,1200110
Monica,"Come on, no peeking!",1,1300100
Chandler,Our eyes are closed and were about to cross the street. Very good.,7,2002001
Phoebe,"Okayyyyy, open up!",1,0500000
Ross,What did you want to show us? Because all I can see is this,7,1100021
Phoebe,"Yeah, its for our catering business!",1,1400000
Joey,I think I know that girl.,0,4000010
Monica,"All right, umm, were not gonna really keep it this way though.",7,2001002
Rachel,No?,5,1001030
Phoebe,"No, were gonna paint over the sword, and replace it with a baguette.",0,5000000
Rachel,Oh!,5,0100040
Phoebe,"And also, we dont know what to do with this.",0,4000001
Joey,"Oh yeah, I definitely know her.",0,4000001
Ross,"You dont know?! Rach, you balded my girlfriend!",7,1000220
Rachel,"All right! Ross, do you think its easy for me to see you with somebody else?",7,0020210
Ross,"Y'know, hey! Youre the one who ended it, remember?",4,1000310
Rachel,"Yeah, because I was",0,4010000
Ross,You still love me?,7,2100020
Rachel,Noo.,7,1110011
Ross,You still love me.,0,3100010
Rachel,"Oh, y-yeah, so, you-you love me!",5,0200030
Ross,"Noo, nnnnn. What does this mean? What do you, I mean do you wanna, get back together?",5,1100030
Rachel,Noo!,7,0000221
Rachel,Maybe!,5,1100030
Rachel,"I, I dont know.",0,3011000
Rachel,"Ross, I still cant forgive you for what you did, I cant, I just, but sometimes when Im with you I just, I feel so...",7,1021100
Ross,What?!,7,2001020
Rachel,"I just, I feel, I-I just...",0,3010100
Ross,What?,0,3000020
Rachel,I feel...,0,4010000
Chandler,"Noo!! I dont care! Im not, Im not gonna playing one-on-one strip poker with you for practice!",4,0000311
Joey,But I made cards!!,7,1110110
Rachel,Well! Good night.  Im going upstairs.,0,3000101
Joey and Chandler,Gnight.,0,5000000
Joey,Wanna play strip poker for practice?,7,2200010
Joey,What are you doing?,0,4100000
Chandler,The keys stuck in the lock.,0,3010100
Joey,I can fix it. Hold on.  Look out. Look out.,0,5000000
Chandler,It still doesnt work.,7,2020100
Rachel,"Yes, I'm sorry. Do you have any extra pants? Umm, my friend seems to have had a little accident.",0,4010000
Rachel,"Isnt it incredible?! Monica and Chandler, gettin married.",1,0400010
Phoebe,"I know, theyre gonna be",1,1310000
Rachel,"Ohh I mean two best friends falling in love, how often does that happen?",1,0300020
Phoebe,Not,0,3110000
Rachel,No! Im so happy for them!,1,0410000
Phoebe,Me too! So happy for them!,1,0410000
Rachel,Im so happy and not at all jealous.,7,0210200
Phoebe,"Oh no! No God, definitely not jealous!",7,1110110
Rachel,"I mean Im probably 98% happy, maybe 2% jealous. And I mean whats 2%? Thats nothing.",0,3020000
Phoebe,Totally. Im like 90/10.,7,2110100
Rachel,Yeah me too.,7,2100200
Joey,"Hey uh, have you guys scene Chandler?",0,4001000
Rachel,"Whno, but yknow who did stop in here looking for ya, Tennille.",0,3000020
Monica,Remember that guy from cooking school I told you about that put cilantro with everything?,0,4000010
Phoebe,"Oh sure, Cilantro Larry.",0,4100000
Monica,"Well, Im gonna fill in for him as food critic for the Chelsea Reporter.",1,1400000
Monica,"Wow, Monica! What an amazing opportunity to influence dozens of people.",1,0300020
Phoebe,"How could you say yes, what about our catering business?",4,0000320
Monica,"Oh no-no-no, its only one night a week, and plus I get to take all of you out for a",7,1201010
All,Yay!!,1,0400010
Phoebe,"Oh, in that caseYay!  That was me hopping on board.",1,0400010
Monica,Oh.,7,2020010
Chandler,"Hey, you guys! Hey, Ross, quick question for ya. Are you ready to party?",1,1400000
Joey,Hello.,0,5000000
Chandler,"Hey, its me.",0,4010000
Chandler,"I know you cant stand to be in the same room as me, so I just thought Id try and apologize over the phone.",2,0050000
Chandler,All I,0,3011000
Joey,Hello.,0,5000000
Chandler,"Look I never should have kissed your girlfriend, but Im",3,0023000
Joey,Stop callin!!,4,0000500
Voice,"Hey! Hey! Hey! This is 92.3, WXRK, K-Rock for our $1,000 daily challenge.",1,2300000
Joey,All right!,0,3200000
Voice,"What is the name of your roommate who is very, very sorry and would do anything",0,4100000
Phoebe,Joseph Francis Tribbiani are you home yet?!!,0,3000200
Rachel,"Umm, I think hes still out. Whats wrong?",7,2001020
Phoebe,"Well, Ill tell you Rachel Karen Green, I had plans with Joey tonight and he left me this note.",7,1000202
Rachel,"""Pheebs, cant make it, got a date. Talk to you later. Big Daddy.""  Big Daddy?",7,1000112
Phoebe,Oh thats a nickname we were trying out.,0,4100000
Ross,"Hey, yknow what nickname never caught on? The Ross-A-Tron!",7,2100101
Joey,Hey!,7,2000120
Phoebe,Oh! Heres Joseph Francis!,7,1100201
Joey,Oh-Wha-Ho! What are you middle naming me for?! I left you a note!,5,0000140
Phoebe,So what?! That doesnt give you the right to ditch me!,4,0000500
Joey,"Hey, you can cancel plans with friends if there is the possibility for sex!",7,1100201
Ross,"Phoebe hes right, that is the rule.",0,5000000
Phoebe,I dont accept this rule.,4,0000302
Phoebe,"When we make plans, I expect you to show up.",4,0000401
Phoebe,"Okay, I cant just be a way to kill time til you meet someone better!",4,0000401
Phoebe,"Yknow boyfriends and girlfriends come and go, but this  is for life!",4,1100300
Rachel,Did you know he was in there?,0,5000000
Monica,No.,0,5000000
Chandler,How long have we been home?,0,5000000
Monica,About a half an hour.,0,5000000
Chandler,Love,0,3110000
Pete,"Lights.  Uh, romantic lights.",0,3000020
Monica,"Ooh, nice.",1,0300020
Pete,"So ah, there was this thing I wanted to talk to you about.",0,3002000
Monica,"Oh, right! I completely forgot about that.",0,3000020
Pete,"Well ah, Ive been doing a lot of thinking, and I look at my life",0,3011000
Monica,Yeah?,0,4001000
Pete,"And I feel like Ive conquered the business world, and I feel like Ive conquered the intellectual world, and now I-I have the most beautiful woman in the world.",7,1202000
Monica,Wow.,5,1100030
Pete,Theres one thing missing.,2,1040000
Monica,Whats that?,0,4000010
Pete,Its time for me to conquer the physical world.,0,4000100
Monica,Okay.,0,5000000
Pete,"Monica, I want to become  the Ultimate Fighting Champion.",0,4000100
Monica,You wanna what?!,5,0000050
Pete,"I want to become the Ultimate Fighting Champion! Its the most intense physical competition in the world, its banned in 49 states!",1,0300110
Monica,What are you talking about?,5,1000040
Pete,"Okay, my trainer, Ho Chi, is teaching me a combination of Gee Koon Doe and Brazilian street fighting, Ive even had my own octagon training ring designed.",0,3200000
Monica,And I suppose you used a ring designer for that.,7,2000120
Pete,Yeah.,0,4100000
Pete,"Monica, I want you there in the front row when I win.",1,2300000
Pete,I want you close enough to smell the blood.,1,2300000
Pete,What do you think?,0,3200000
Monica,My parents will be so happy.,6,0000005
Chandler,Okay to come in?,0,5000000
Monica,"Yeah, come on, eat, whatever you want. Dr. Roger got beeped again.",0,4010000
Chandler,"Yeah I know, guess who beeped him?",0,3100010
Monica,What?!,5,0000050
Chandler,Im the ruptured spleen.,7,2110100
Monica,Why would you do that?,7,0001121
Chandler,Because you shouldnt be with him.  You should be with me.,7,2010020
Monica,Really?,5,0000050
Chandler,Yeah!,7,1200020
Chandler,"When you were talking about Roger, that was killing me!",2,0030101
Chandler,"Look, things like last night they dont just happen.",7,2110010
Chandler,Yknow?,7,2210000
Chandler,Or at least not to me.,7,2120000
Chandler,"Or with the other two women, in the morning yknow I was just lying there and I couldnt wait to just go hang out with my friends, but with you I always yknow with a friend.",7,2210000
Monica,Chandler!,5,0000041
Chandler,"I know you probably dont want to go out with me, yknow because I make too many jokes and Ive never been in a serious relationship and I guess Im not technically a ""doctor""",2,1031000
Monica,"There was just one woman, wasnt there?",0,4000001
Chandler,"No, there were two.",0,4000010
Monica,Including me?,5,1000031
Chandler,Oh yeah.,1,2300000
Phoebe,Hey!,1,0400010
Eric,Welcome back!,1,0500000
Phoebe,Hey!  Can we pick up where we left off?,1,2300000
Eric,"I dont know, Im still pretty tired out from this afternoon.",0,3010001
Phoebe,Why?,5,2000030
Eric,"Uh, the sex.",0,3010001
Phoebe,What sex?,5,1000040
Eric,Our sex.,7,2010011
Phoebe,We didnt have sex.,5,0000131
Eric,"Well if I didnt have sex with you, I had sex with someone that looked an awful lot like",7,0010121
Phoebe,Ew! Ew! Ew! Ew! Ew! Ew!,6,0000005
Eric,Oh no! Oh no! Oh no! Oh no! No! No! No!,6,0001013
Monica,Oh my God Stu! I-I cant believe you did this! Now are you absolutely sure shes a hooker?,6,0000014
Stu,"Either that or shes just the best, most expensive date I ever had.",5,0000032
Monica,Would you look at them. Am I ever gonna find a boyfriend again? I gonna die an old maid.,2,1031000
Phoebe Sr.,Im your mother.,0,5000000
Phoebe,Ehh?,5,2000030
Joey,"Oh, and then Monica joked that she wouldnt go out with a guy like Chandler...",0,4000001
Chandler,Hi there.,0,5000000
Joey,"...and he couldnt let it go, and... I dont really know what happened with that either.",0,3020000
Joey,Oh-oh!,5,1000040
Joey,"And then Rosss new girlfriend, Bonnie, shows up and Rachel convinced her to save her head.",0,4000010
Joey,"And then Ross and Rachel kiss, and now Ross has to choose between Rachel and the bald girl and I dont know what happened there either...",0,3010010
Joey,"Y'know what, hold on, let me go get Chandler.",0,4000100
Ross,"Uh Mr. Morse, can I speak to you for a moment?",0,3002000
Phoebe,"Well yeah, I lied before.",2,2030000
Rachel,Oh!,5,0000050
Monica,Oh God,5,0001130
Phoebe,Now you know how you really feel about it.,0,4010000
Rachel,"Oh-oh, thats a risky little game!",5,0000050
Monica,Are you really gonna do this?,3,0003020
Rachel,Yeah. Im gonna have a baby. Im gonna have a baby. Im gonna have a baby!,1,0500000
Phoebe,With who?,0,3000020
Rachel,"Ah, its still not the time.",0,4010000
Phoebe,You said I was boring--Ohh!,4,1000310
Ross,When did I say you were boring?!,0,4000010
Phoebe,"Oh my God, I remember now! We were playing chess!",5,1100030
Ross,Phoebe! You and I have,0,3000020
Phoebe,"Oh, come on!",7,1200110
Phoebe,"Yes, remember that time on the frozen lake?",0,4100000
Phoebe,"We were playing chess, you said I was boring, and then you took off your energy mask and you were Cameron Diaz!",7,1200110
Phoebe,"Okay, there's a",0,4000010
Jill,"All right, Im leaving!",4,1000400
Jill,Because Im not going to spend one more day with someone whose out to sabotage my every move.,4,0000401
Jill,Thats you Rachel!,4,0000410
Rachel,"Yeah, I got that.",0,4000001
Jill,"And you! I throw myself at you and you say no, how gay are you?",4,0000401
Ross,You take care Jill.,0,3010100
Jill,"Okay, see ya!",7,2100200
Rachel,Bye-bye-e!,7,2200100
Monica,Bye.,0,5000000
Chandler,"I-I cant believe Jills gone.  I cant help it, I opened a gate.",2,1030010
Monica,"How about, youre moving!!",7,2100200
Rachel,Look! This is ridiculous. We should be packing you!!,4,0100310
Phoebe,"Hey, how are you guys doing?",0,5000000
Rachel,Great! Monicas moving!,1,0400100
Monica,I am not!,7,1000220
Rachel,Oh really?! Then how come all your stuff is in this box?!,5,1000130
Phoebe,"Okay, you guys. You guys I think I know whats going on here. Okay, you guys",0,4010000
Monica,No Phoebe I am mad!,4,0000500
Phoebe,"Well, deep-deep-deep down!",0,3100010
Rachel,"Yeah, Im just mad!",4,1000400
Phoebe,Then keep running.,0,3010100
Joshua,Okay!,0,4000010
Rachel,"Oh, heres that trench-coat that you wanted.",0,5000000
Joshua,"Oh great!  Wow! Yeah, its comfortable.",1,0400010
Rachel,Yeah?,0,4000010
Phoebe,Oh! Here we,7,2100020
Chandler,"All right, y'know what, we've been talking about London too much haven't we?",0,5000000
Phoebe,No.,0,5000000
Phoebe,I'm sorry.,0,3020000
Phoebe,It's just 'cause I couldn't be there.,0,3020000
Phoebe,"'Cause all I ever get to do now is pregnant stuff, it just bums me out.",2,1040000
All,Sorry.,0,3020000
Monica,What happened?,0,5000000
Rachel,"Well, y'know, a little of this, a little of that. Got myself a date tomorrow night.",0,5000000
Monica,"See, didn't I tell you?! You're getting over Ross already!",1,1300010
Rachel,Well,0,5000000
Gunther,Get out!,7,0101210
Ross,I just didnt see the fast song coming.,5,2000030
Joey,Shh.,0,4000100
Joey,Shh.,0,3000200
Joey,"Dont try to talk, well get you up to your room, well soak your feet, youll be okay.",0,5000000
Ross,"Oh, thank you.",0,3200000
Mona,That is so sweet!,1,1300010
Joey,Yeah.,0,5000000
Mona,"No, I mean it. There are so few genuinely nice guys out there.",7,2200001
Joey,"Tell me about it, I feel like Im holding down the fort all by myself.",0,4010000
Mona,Its Joey right?,0,5000000
Joey,Yeah.,0,5000000
Ross,Wait a minute!,5,0000140
Ross,No!,4,0000320
Ross,Im the nice one!,5,1000130
Ross,Im the one who danced with the kids all night!,5,1000130
Ross,HowHow small are your feet?,0,4000010
Ross,!,5,1000040
Joey,"Uhh, do you mind sitting there. Im-Im saving this for my friend Ross.",0,4001000
Tour Guide,You mean Dr. Geller?,0,4000010
Joey,Doctor? Wow! I didnt know he had a nickname.,5,1000040
Tour Guide,"Oh, he wont sit here.",0,4000010
Tour Guide,"Only the people in the white coats sit over there,  and only the people in the blue blazers sit here.",0,4000001
Joey,"Yeah, it mustve fallen out a few blocks back. I just figured we hit a dog.",7,2010020
Chandler,Okay.,0,5000000
Joey,"Listen uh, could you put Kathy on, I wanna apologize.",2,1040000
Chandler,Oh yeah man.  Joey.,0,4010000
Kathy,Hey.,0,5000000
Kathy,"Oh no its fine, dont worry about it.",0,3010010
Kathy,"Yeah-no, stop apologizing, its okay.",0,5000000
Kathy,Yeah!,7,2100110
Kathy,Ill talk to you tomorrow.,0,5000000
Kathy,"I should uh, probably go.",0,5000000
Chandler,Yeah. Yes! Yeah.,7,1100210
Kathy,I forgot my purse.,0,4010000
Chandler,Oh.,0,5000000
Kathy,"No, I really did forget my purse.",0,3010010
Ross,"A new place for a new Ross. I'm gonna have you and all the guys from work over once it's y'know, furnished.",0,4100000
Dr. Ledbetter,I must say it's nice to see you back on your feet.,1,2300000
Ross,Well I am that. And that whole rage thing is definitely behind me.,0,4100000
Dr. Ledbetter,I wonder if its time for you to rejoin our team at the museum?,0,5000000
Ross,Oh Donald that-that would be great. I am totally ready to come back to work. IWhat?  No! Wh What are you doing?!!,7,1100120
Ross,"....and 12, 22, 18, four...  What?",5,2000030
Chandler,I spelled out boobies.,1,1400000
Monica,"Ross, but me down for another box of the mint treasures, okay. Where, where are the mint treasures?",0,3001010
Ross,"Ah, were out. I sold them all.",0,4010000
Monica,What?,5,2000030
Ross,"Monica, Im cutting you off.",7,2000201
Monica,No.,2,1030100
Monica,"No, just, just, just a couple more boxes.",7,1022000
Monica,"It-it-its no big deal, all right, Im-Im cool.",3,1013000
Monica,You gotta help me out with a couple more boxes!,7,0011210
Ross,"Mon, look at yourself. You have cookie on your neck.",6,1000013
Monica,Oh God!,7,0002120
Chandler,"So, how many have you sold so far?",0,4000010
Ross,Check this out. Five hundred and seventeen boxes!,5,0200030
Chandler,"Oh my God, how did you do that?",5,0001040
Ross,"Okay, the other night I was leaving the museum just as Laser Floyd was letting out of the planetarium, without even trying I sold 50 boxes!",1,0300020
Ross,"Thats when it occurred to me, the key to my success, the munchies. So I ah, started hitting the NYU dorms around midnight.",1,1300010
Ross,I am selling cookies by the case.,1,1400000
Ross,They call me: 'Cookie Dude!',1,0500000
Rachel,"Okay, stop what youre doing, I need envelope stuffers, I need stamp lickers.....",0,5000000
Ross,"Well hey, who did these resumes for ya?",5,2000030
Chandler,Me! On my computer.,1,1300010
Chandler,Like an eclipse.,0,4100000
Ross,Hi.,0,5000000
Chandler,Hey.  Soaps? Shampoos? Are you really taking all this stuff?,5,0000050
Ross,Why not? Its built into the price of the room.,0,3100010
Chandler,Yeah but you dont needWhat is this?,5,0000041
Ross,Thread!,1,2300000
Chandler,Score! Where are the disposable cameras?,1,1300010
Ross,What disposable cameras?,7,2001020
Chandler,The cameras? Remember last night I told you to take them?,5,0000041
Ross,No you didnt.,7,1001120
Chandler,"Yes! Remember? Right before we cut the cake, I went up to you and I said",5,2000030
Ross,"Oh-oh yeah, you-you came up to me and asked if I could do you a favor, and my Uncle Murray came up to you and handed you a check.",0,4000010
Ross,"And then you said, ""Why do they call it a check?",0,4000010
Ross,"Why not a Yugoslavian?""",0,4000010
Ross,"Yeah, then you did that.",0,5000000
Chandler,So you dont have the cameras?!,5,0000140
Ross,No. Sorry man.,2,1040000
Chandler,So? What? What? Theyre gone! Monicas gonna freak!,7,0002120
Ross,"Well, Im sure theyre still somewhere here in the hotel. Ill-Ill help you look for them.",0,3002000
Chandler,Great.,7,1110101
Ross,In-in three minutes.,0,3002000
Joshua,"Uhh, Rachel, my parents",0,4000001
Rachel,Ohh! Its so nice to meet you.  Hello.,1,1400000
Mr. Burgin,Hi.,0,4100000
Rachel,Hello.,0,4100000
Mrs. Burgin,"Hello. Well, Joshua, that $500 was for groceries.",7,2010110
Rachel,What?,5,2000030
Rachel,"This-this, no, oh no, no-no-no, this is notthats-thats not what it is.",7,1010120
Rachel,"See, see, okay, I work in fashion, see and-and, this is a real dress actually.",0,4001000
Rachel,"Its-its, theyre-theyre wearing it in Milan, so part of my job is too wear the clothes, and then I see how people respond, and then I report back to my superiors at",0,3001010
Mrs. Burgin,Maybe in L.A?,0,4000001
Rachel,Yes!,1,1300010
Joshua,There you go.,0,5000000
Mr. Burgin,"So, have you kids eaten yet?",0,5000000
Rachel,"Well, we were going to do that afterI mean umm, next.",0,4001000
Mr. Burgin,"Well, were starving, why dont we all go get something to eat?",0,3100001
Rachel,"Oh, yeah, well Yeah, no use wasting this baby, just lyin around the house.",0,4010000
Mr. Burgin,So We go eat.,0,4100000
Rachel,Yes.,0,5000000
Mr. Burgin,"Youll wear that. Well be eating, and of course, youll be wearing that.",0,4000001
Joey,Well I guess I shouldve thought about my wife and kids before I talked back to chef Geller!,0,3000101
Monica,Thanks.,0,5000000
Joey,Yep! Looks like its gonna be a leeeeean Christmas at the Dragon house this year.,7,2110100
Monica,Enough!,4,0010301
Joey,Lean-lean-lean!,7,1210001
Chandler,Let me see that.,0,4000100
Joey,This one right here.,0,5000000
Chandler,Triscadecaphobia.,0,4001000
Ross,The fear of,0,5000000
Joey,"No! No, fear of the number 13.",0,4001000
Chandler,Fear of,0,3001010
Ross,"Its possible, they have really sharp edges.",0,5000000
Joey,"All right Chandler, youre up.",0,5000000
Ross,"Wait a minute, I-I believe Im entitled to use my Angel Pass for a free turn?",7,2200100
Chandler,This game makes no sense!,4,0100301
Ross,Yknow what? Youre just upset because youre losing.,1,2300000
Chandler,"Oh come on Ross, I think were all losers here.",7,2010101
Joey,"All right. Chandler, you can either spin the wheel or pick a Google card.",0,5000000
Chandler,Let me think. Let me thinkOh! I dont care.,4,1100300
Joey,You-you must choose Mr. Bing.,0,4000100
Chandler,"Either, it makes no difference.",0,4000001
Joey,"Choose, you jackass!",4,0000311
Chandler,Ill take a card.,0,5000000
Joey,"Okay, you picked the Gimmie card! You get all of Rosss points!",1,0400010
Ross,What?!,5,1000031
Chandler,This game is kinda fun.,1,0500000
Ross,You dont think its a little crazy that you get all my points just cause you,7,1000211
Chandler,I dont think the contestants are supposed to speak to each other.,0,4000100
Monica,"Hello?  Oh, hi Ross!  See? Other people call me!",5,0000050
Joey,Very funny Ross!,1,1400000
Joey,Very life-like and funny.,0,4100000
Joey,Okay.,0,5000000
Joey,"Oh no-no-no, I wasn't waving at you lady.",7,2000210
Joey,"Whoa, maybe I was!",5,0100040
Joey,"Hey, Monica, this totally hot girl in Ross's building is flirting with me.",7,2200010
Monica,"Get in there man! Flirt back, mix it up!",1,0400010
Joey,"Yeah, I-I-I'm down with that.",1,2300000
Joey,"Okay, here goes.",3,2003000
Joey,How  you  a-doin'?,0,3101000
Joey,It worked!,5,0100040
Joey,She's waving me over.,7,2200010
Joey,"Okay, I-I-I'll be right over.",7,2102000
Joey,"Let's see, she's on the third floor",0,4010000
Monica,"Wow! She is pretty, huh?",5,0100040
Joey,"Tell me about it, huh?  Oh no-no-no, I'm not with her, she's just Monica!  Ewwuck!",6,0000014
Rachel,Hey!,0,3200000
Phoebe,Hey!,0,3200000
Rachel,"Oh honey, I'm so sorry, you were right, this feels great!",1,0500000
Phoebe,"See? And you don't care if people are staring, it's just for a second cause then you're gone!",0,4100000
Rachel,Gone! I mean its amazing Pheebs. I feel so free and so graceful.  Hey! Look out for the horse! Sorry!,1,0400010
Chandler,"Oh come on guys, its not like I moved to Europe! I just moved across the hall! And",7,2000021
Monica,Ahh! Arent you dressed yet?,5,2000030
Chandler,Am I naked again?!,5,0001040
Monica,Were supposed to meet my parents in 15 minutes.,0,4000001
Chandler,"Yeah okay, I was just talking to the guys. Just look at them I mean, is it okay if they come visit?",0,4001000
Monica,Wh?! What about my allergies?!,5,0002030
Chandler,"Oh right, your allergies.  All her, she hates you.",0,5000000
Monica,Shoot! Were out of soda.,7,0010202
Chandler,"Oh, Ill go out and get you some.",0,4100000
Monica,Really?!,5,0000050
Chandler,"Nope! Because Im not your boyfriend.  Hey Pheebs, how did it go?",0,3000002
Phoebe,"Well, umm, my Moms friend, Phoebe, is actually my birth Mom.",7,1020020
Chandler,I found a dried up seashores.,0,5000000
Monica,"Sweety, what are you talking about?",5,0000050
Phoebe,"Oh, my new Mom, who-whos a big, fat abandoner!",7,0010202
Joey,"Whoa, wait, Pheebs, wait a second! Dont you wanna stay here and talk about it?",5,0010040
Phoebe,"No. Im just, I wanna, I need to be alone.",2,0030101
Phoebe,Monica!,7,1001111
Monica,Oh.,0,3000020
Rachel,Open it! Open it! Open it!,1,0500000
Ross,Yeah baby!,1,0500000
Man,So we never got to hear about your wedding!,1,1300010
an,We were surprise that we werent invited.,7,2020010
Ross,"No, no, it was just our parents and 1 or 2 friends. It was a small wedding.",0,4100000
Joey,Whats not to like? Custard? Good. Jam? Good. Meat? Goooooood.,1,1400000
Monica,Hey!,7,2200010
Phoebe,Hey!,1,1300010
Ross,Hi!,1,1300010
Monica,"So, do you guys wanna come and eat dinner at the restaurant    sometime in the next few weeks?",0,4100000
