class_names,sentences
0, How much will my unemployment check be?
0," The more money you made, the more you will earn on unemployment. They have a formula."
0, How do I know if I qualify for unemployment benefits?
0, Are you working fewer hours than you used to work?
-1, I got laid off. 
0, You usually qualify if you got laid off or are working a lot fewer hours.
0, Do all jobs provide unemployment?
0," Most jobs provide unemployment, but some don't."
0, Do you think that my job pays unemployment?
0," You can call your unemployment office, and they can check for you."
0, Will I be able to collect a lot of money on unemployment?
0, There is a formula to determine the amount based on how much you earned. They will let you know when you file your claim.
0, What forms should I fill out to collect unemployment?
0, You need to fill out a special form to apply for unemployment benefits.
0, Where do I get the application form for unemployment benefits?
0, You can call the Employment Development Office and request a form.
0, What information will I need to provide to apply for unemployment?
0, Be prepared to provide your employer's name and address and what dates you worked.
0, What else will the Employment Development Office need?
0," You need to be prepared to show that your unemployment is not your fault. If you have a termination notice, that would be great."
0, What will happen next?
0, The Employment Development Office will call you for an interview.
0, How do I know what forms to fill out for unemployment?
0, There is a special form to apply for unemployment benefits.
0, How do I get the form to apply for unemployment benefits?
0, You can go online to begin the application process.
0, What type of information will I have to provide to the Employment Development Office?
0, You need to be able to say whom you worked for and when.
0, Will they need anything else from me?
0, You should be able to provide a layoff notice or proof of severance.
0, What should I do after I turn in the application?
0, You need to be interviewed over the phone. They will set up a time for you.
0, Are there any special unemployment forms I need to fill out?
0, You need to get a special application form.
0, Do you know where I can find the application form?
0, You can go to the Employment Development Office and pick it up.
0, What records will I have to show to apply for unemployment benefits?
0, They will need a record showing who you worked for and when you worked for them.
0, Is there anything else I will need to provide?
0, Be prepared to show a written notice of your termination as proof.
0, Do I need to do anything else after I turn in the application?
0," You will receive a notice for a phone interview, which will continue the process."
0," After I am accepted for unemployment benefits, what will happen next?"
0, You will receive a Notice of Unemployment Insurance Award letter.
0, What will that tell me?
0, The Award Letter will tell you how much you will receive weekly.
0, Are there any other forms that I need to fill out?
0, You will need to fill out a Continued Claim Form every two weeks.
0, What information will I need to provide on that form?
0, They will need to know where you worked and how much money you made.
0, Are there any other questions on the form?
0," Basically, they want to know that you were available for work and not sick."
1, This apartment is wonderful.
1, I'm glad you like it.
0, How much would I have to pay for rent?
0, The rent is $1050 each month.
-1, That's way too much money. 
-1, It isn't too much. 
0, How about if I pay $850?
-1, I can't take that. 
-1, I can't go any higher than $850. 
-1, I honestly don't know what else to tell you. 
-1, You can't go any lower than that? 
-1," If you can't afford $1050, then we have no deal. "
0, Will they send me a form telling me that I have been granted unemployment?
0, A Notice of Unemployment Insurance Award letter will be sent to you.
0, What information will be in that letter?
0, The Award Letter will inform you as to how much you will receive.
0, What other forms will I need to turn in?
0, Every two weeks you will receive a Continued Claim Form that you must turn in.
0, What will they be asking me on that form?
0, You must show that you were available and that you looked for work.
0, What else will they ask me?
0, One of the questions they ask you is if you were well enough to work.
0, Will I get notification that I qualify for unemployment?
0, The Employment Development Office will send you a Notice of Unemployment Insurance Award letter.
0, What is contained in that letter?
0," In addition to telling you how much you will receive, the beginning and ending dates of your claim will be included."
0, Will the Award Letter tell me what I need to fill out next?
0," You will receive a Continued Claim Form and every two weeks, you must turn it in."
0," When I fill out the Continued Claim Form, what will I need to tell them?"
0," You must show where and when you tried to look for work. If you earned any money, you need to tell them about it."
0, What other information does the form ask for?
0, You have to tell them if you were too sick to work on any of the days that you should have been looking for work.
0, How do I get to the EDD?
0," Actually, you do not need to go into the office to file a claim. You can do it over the phone or the Internet."
0, Can I go in to look for a job at their office?
1, That's a good decision. They have many good job search tools there.
0, Is there an office near me?
0, The Internet has a list of Employment Development Offices listed online.
0, Do you know where the local office for this area is?
0," Our office is over on NAME Street, just west of the college."
0," If I go there, will I be able to collect money right away?"
0, Everyone has a one-week waiting period before they can collect.
0, I don't know where the EDD office is.
0, The whole process can be done over the phone or Internet. You don't need to go into the office.
0, What about their job help information?
1, The office has many wonderful workshops to help you find a job.
0, Where can I find my local office?
0, Employment Development Offices are listed in the phone book.
0, Have you ever seen the office that serves our local area?
0, The office is two blocks west of the college on NAME Street.
0," If I show up in person, will I get my money any faster?"
0," You have to wait one week before you can collect, regardless of how you file."
0, Can you help me find out where the EDD office is?
0, There is very little need to go to the Unemployment Office to apply. It can all be done over the Internet or you can phone in to get an application.
0, I want to make use of their job hotline and the information on the computers.
0, The office has many job listings to help you with your job search.
0, How do I find out where my local office is located?
0," You can dial information, and the operator can give you the phone number and address of the office."
0, What is the office that serves our area?
0," I am not sure, but I think that it is in the building on NAME Street just west of the college."
0, I think I might go over there so I will get my money quicker.
0, It doesn't matter if you file online or in person. The wait is still a week for your first check.
0, I am calling to find out why I didn't receive an unemployment check this week.
0, Did you send in your Continued Claim Form for the last period?
-1, I think I forgot to send it in! 
0, You need to be very careful to send that form in every two weeks if you want to get paid.
0, Can I send it in now?
0," You should look at your claim form and see if it has been more than fourteen days since it was due. If it hasn't been, we will still accept it."
0, Can I mail it in early next time so it isn't late?
0," Actually, you cannot mail it in early, as it needs to reflect all of the information up to the due date."
0, Will my paycheck come right away now?
0, Your check will arrive a little late.
0, Could you help me figure out why I am missing my unemployment check for this week?
0, I hope that you remembered to send in your last Continued Claim Form.
-1, I am pretty sure that I didn't send that claim form in. 
0, You have to send that form in every two weeks so we that we will know what to pay you.
0, Can I mail it in late?
0," If it is not more than fourteen days past its due date, then you may still mail it in."
0," I think that I will mail it in right away when I get it next time, so I won't be late."
0," You can't mail it in early because you don't know, in advance, how much you will be working."
0," Even though I was late turning in my form, will my paycheck be late?"
0," Yes, your check will be a little late in getting to you."
-1, I didn't receive an unemployment check this week and need to know why. 
0, Did you mail us your last Continued Claim Form?
-1, I am afraid that I forgot to send it in. 
0, We cannot pay you unless you turn that form in every two weeks.
0, Is it too late to mail the Continued Claim Form in now?
0, It can't be more than fourteen days late for us to accept it.
0, I will mail it in a little early next time to avoid this problem.
-1," You can't possibly know in advance how much you will be working. If you mail it in too soon, we will reject it! "
0, Will my paycheck arrive late because I messed up on my form?
0," Your check will be arriving late, but the next one will come right on time."
0, Is there someone I can talk to about a payment question?
0," Yes, we can handle that here. How can I help you?"
-1, My paycheck that just arrived is less than last week's check. 
0, Did you work at all during the last pay period?
1," Yes, actually, I did make a little bit of money."
0, Did you report it on your Continued Claim Form?
0," Yes, I showed that income on the Continued Claim Form."
0," Well, we deducted a portion of the income that you made from this week's check."
-1, I just shouldn't show the income then! 
-1," That is cheating and, if you get caught, you will be fined and disqualified from collecting unemployment. "
0, I have a question about my payment and need someone to help me.
1," Yes, I would be happy to answer a question about payment. What do you need help with?"
-1, I can't figure out why my paycheck this week is smaller than last week's. 
0, Did you generate any income during that time period?
0," I made a little bit of money, but not much."
0, Did that income show up on your last Continued Claim Form?
0, I claimed the work I did on the last Continued Claim Form.
0," When you are able to find work and get paid, we always take away part of your check."
-1," That being the case, I don't think that I am going to show the income next time. "
-1," Don't do it! If you get caught making false statements, you can have your claim closed. "
0, Can you give me a little more information about your apartment?
1," Sure, what can I help you with?"
0, What kind of public transportation is near your apartment?
0," I'm not sure, but I believe there is a bus stop about three blocks away."
0, Do you know what direction that bus travels?
-1," I'm sorry. If you check online, you can get that kind of information. "
1," Okay, I'll just go online."
1, Okay. Good luck with your search.
0, I think I may rent this apartment from you.
1, That's great to hear.
0, How much are you looking to rent it for?
0, For each month you would have to pay $1050.
-1, That is too expensive. 
-1, I don't think that is too much for rent. 
0, How does $850 a month sound to you?
-1, That's not enough. 
1, That's the best that I can do.
-1, $850 a month is not enough money. 
-1, Would you please reconsider? 
-1, That's my final offer. Take it or leave it. 
0, I was wondering if someone in your office could help me with a question I have about my payment.
1, I would be happy to answer any questions you might have.
-1, My paycheck seems to be smaller than the one I received last week. 
0, What about income? Did you make any money during that period?
0, My old employer gave us a couple days of work during that period.
-1," When you filled out your Continued Claim Form, did you show that income? "
1, Of course I wrote down the work that I had done on the Continued Claim Form.
-1," What happens is, when you make money, we take part of your benefits away. "
-1, I am not going to show any income from now on then. 
-1, I wouldn't do that if I were you. There is a severe penalty if you get caught making false statements. 
0, I was wondering if you could go over the services available at EDD to help me get a job.
1," The best opportunity is called CalJOBS, which is an Internet based job placement service that you can make use of."
0, Do I have to have a computer at home?
0, There are computers at our EDD offices for you to use in your job search.
0, Do you have any other services available?
0, We have information available about the job market as well as workshops.
0, What kinds of workshops are available at the EDD?
0," We have workshops in Resume Writing and Interviewing, to name a few."
0," Are there other places, outside of EDD, that I may look for work?"
1, College job placement services can help.
1, I heard that EDD has special services to help me get a job.
1, CalJOBS is a great Internet based placement service that is available to you.
0, I don't have access to a computer.
0, There is an area at the EDD Center that is set up with computers for you to make use of.
0, Is there anything else at the EDD offices to help me with my job search?
0, We can provide you with information that will help you understand what is available. We also provide workshops.
0," If I go to EDD in person, what type of workshops might I find there?"
0, Our two most important workshops are Resume Writing and Interviewing.
0, What are some other places where I might look for work?
0, Job fairs.
0, Do you have any job placement services at EDD?
1," The first thing that you should check out is CalJobs, which is a great Internet based placement service that you can use."
0, What about people who don't have a computer?
0, You can search for jobs on the computers at the EDD offices.
0, What else is there at the EDD offices that can help me with my job search?
1, We can help you find local information about available jobs and workshops.
0, What are the different workshops that are available at the EDD offices?
0, Resume Writing and Interviewing are our two most popular workshops.
0, Can you think of some other places where I may look for work?
0, Many times there are special services available to certain groups like Women at Work or job help for non-English speakers.
0," Hey there, how are you doing?"
1, I am great. How are you?
-1," Well, I got laid off, and I'm looking for work. "
0," Yeah, me too! What are you thinking you would like to do?"
0," Right now, I'll take about anything that will pay the mortgage."
0, Have you gone out on any interviews so far?
-1," I went out on one interview, but I haven't heard back from them. "
0, Did you see the posting for the electrician apprentice program?
1," You know, I saw that and it looks pretty good!"
1, Let's go check it out again!
0, How are things going with you?
1, I am doing well. What's up with you?
-1," Believe it or not, the company I worked for closed down, so I'm out of a job. "
0, The same with me. Have you given much thought to what you want to do next?
-1, I am not being all that particular right now because I just need to keep a roof over my head. 
0, How about interviews? Have you been on any of those yet?
0, I wish that I could get the opportunity to be interviewed.
0, How about the electrician program that they have listed over there?
1," I read about that, and the position sounded great!"
1, Let's go see how we can apply for those positions.
0, I haven't seen you in a while. How have you been?
1, Things are going fairly well. How about you?
-1," I'm hanging in there, but I lost my job and have to find another one quickly. "
0, I am looking for a job myself. What were you thinking of doing next?
-1, I am just trying to find something that will pay the bills until this bad economy passes by. 
0, Have you gotten any interviews yet?
0," No, I haven't been out on one interview yet."
0, Have you thought about the electrician program over there?
1, I think that I might be interested in that position.
0, I think we should go over there and see if we can apply for that program.
0, Is this the Resume Writing Workshop?
1," Yes, this is the Resume Writing Workshop. Welcome!"
-1, I really don't know that much about putting together a resume. 
1, It's easy. Don't worry about it.
0, What's the most important part?
0," Well, the most important thing we need to do is make sure that our name and contact information are across the top."
0, What comes next?
0, You can either list your job experience next or your education--whichever is the most impressive should be first.
0, Can I list my interests next?
1," Sure, that would be a good place for them."
0, I was wondering if this is where the Resume Writing Workshop is being held.
1, You are in the right place. Please come on in!
-1, It's been a long time since I've had to look for work and put a resume together. 
1, It's going to come together just fine. Trust me!
0, Where do we begin?
0, We start at the top with our name and contact information. Make sure the information is current.
0, Then what do we do?
0," Put your job experience first, if that is more impressive than your education."
0, What about listing my interests and affiliations next?
1," Yes, that would make a good ending for your resume."
0, I was looking for the Resume Writing Workshop.
1, You came to the right spot. Come on in and join us!
0, I am not really sure that I remember how to even put a resume together.
1, I am here to show you how to put together the perfect resume. It will turn out great!
0, How do we get started?
0, We need to put our name and contact information across the top.
0, Then what?
0," You can list your education at the top, or choose your job experience to be there if it is more impressive."
0, Could I list my interests and special skills next?
1, I think that that would work out quite well as an ending for your resume.
1, I would love to rent out your apartment.
1, That's great.
0, How much is the rent?
0, The rent each month is $1050.
-1, That's a lot of money. 
0, Did you have a better price in mind?
0, What about $800?
-1, That's way too low. 
-1, I can't pay much more than that. 
0, How about $900 a month?
1, That would be fine.
1, Great. It was a pleasure doing business with you.
0, Is this the class to prepare for interviews?
1, This is the right place. Please join us.
1," I have an interview tomorrow, so I hope I can learn everything quickly."
1, We are all going to have great interviews. What are some things that we need to remember in an interview?
1, I think that we should make sure that our looks are the best they can be.
1," Right, and what about our friendliness and attitude?"
1," Yes, and being friendly and having a good attitude also help me relax."
1, Did you know that they pay as much attention to what you ask as to what you say in an interview?
0," No, I didn't. What else should I keep in mind?"
1," Just relax, listen carefully to the questions, and be honest in your responses."
0, Is this the workshop to prepare for an interview?
1, This is the interview class. Welcome to our class.
1, I am really excited to be taking this workshop so that I can get ready for my interview next week.
0, We are all learning things that will help us in our interview. What do you think are some important considerations going into your interview?
0, I think that we should dress neatly and appropriately.
1," Yes. Second, as you can imagine, attitude and friendliness go a long way."
1," Yes, and I always feel much better when I am friendly."
1," Believe it or not, the interviewers are as interested in your questions as they are in your answers."
0, Any more hints as to what I should do in an interview?
1, Always be honest with your answers. The interviewers really do want to know if you will be a good fit for them.
0, I was trying to find the class on preparing for interviews.
1, You have found your way to the interview class. Please come in!
1, I am so happy I found this class because I was really nervous about my upcoming interview.
0," When we go into an interview, what do you think our first consideration should be?"
0, Our dress and grooming are probably the first thing an interviewer judges us by.
1, Friendliness and a good attitude are also very important.
1," Yes, and they help establish a friendly tone for the rest of the interview."
1, The interviewers always are interested in what you ask them about their company.
0, What else should I be thinking about?
1, Be yourself and be honest. NAMEply answer the questions put to you.
0, What should I do when I find a job?
0, There are a few considerations. Is this a part time or full time job?
0, Does it make a difference?
0," Basically, you really don't need to do much of anything. On the Continued Claim Form, you will note that you now have a new job and also note what you are earning."
0," If I get work for a few weeks, will I be terminated from EDD?"
0, You will not miss up your job benefits by taking work. You can always come back and notify EDD that you are once again in need of assistance.
0, Should I tell EDD that I have found a job?
0, Is this a temporary job or something more permanent?
0, What difference does it make?
0," When you get your next Continued Claim Form, you should just write down where you worked and note that you no longer need unemployment."
0," If I take a short job and then get laid off, will I be starting over trying to get unemployment?"
0, Just because you work for a week doesn't mean that you will be losing your benefits.
0, How do I know when to tell EDD that have I started a new job?
0," Work is work, whether it's a part time or temporary job or a full time gig."
0, So I guess I have to report that I've found a little bit of work.
0," All you need to do is fill in the blanks correctly on the Continued Claim Form, and the EDD Office will take care of the rest."
0, What about if I find a job that I know will only last for a couple of weeks? Can I take it?
0, It is to your advantage to work as much as you can.
0, Hello?
0, Hi NAME. This is NAME.
0, Hi NAME. How are you?
0, Did you receive an invitation to the family reunion?
0, Yeah.
0, Are you going to go?
0, I don't think so.
0, Why?
-1, Remember our cousin NAME and I had a disagreement at the last reunion? 
0, Yes. But it was all a misunderstanding.
-1," I know, but I still feel uncomfortable about it. "
0, I would really like to see you there. I haven't seen you in a while.
0, I know. I feel the same way.
0," If you don't go to the reunion, maybe I can visit you."
1, That sounds like a great idea. Have you ever been to New York?
1, No. I would love to visit you and check out the city.
1, Let's plan to do that.
1, I still want you to come to the reunion.
1, I'll think about it.
1, Ok. I hope to see you there.
-1, I think I made a mistake last night. 
0, What did you do?
0, I met a recruiter at an event and she thinks I asked her out on a date.
0, Why does she think that?
0, I asked for her phone number and if she was available for lunch.
0, You didn't make yourself very clear. You need to act more professional.
0, Hey NAME. Why are you in such a hurry?
0, Hi NAME. I'm going to the school library.
-1, I was just at the library. I had to check out some books. It was really crowded today. 
-1, My computer isn't working and I need to finish a report. 
-1, Good luck finding a spot. All the computers were taken when I was there. 
-1, Oh no! My report is due tomorrow. 
0, Do you want to use my computer?
0, Are you done with your report?
0, Yeah. I stayed up all night to finish it.
-1, I should've worked on it last night too. 
0, Were you busy?
-1, No. I fell asleep. I was so tired. 
0, I'm heading home right now. Do you want to go with me?
1, That would be great! Can I buy you coffee?
1, Sure. After you finish your report.
1, Good idea!
0, What is the vacation policy?
0, You earn one week of paid vacation after you've been at the company for one year.
0," I've only been here for nine months, but I would like to take one week off next month."
0, Is it a medical situation?
0," No, my parents live in Italy and it's their 50th wedding anniversary."
0," You can take one week off with your supervisor's approval, but it will not be a paid week."
1, I think I may rent this apartment from you.
1, That would be wonderful.
0, Can you tell me how much I would have to pay for rent?
0, The rent is $1050 every month.
-1, That's way too much. 
0, What is good for you?
0, I can afford about $800 a month for rent.
-1, That's not high enough. 
0, How much more are you thinking?
0, I can let it go at $900 a month.
1, That's almost perfect.
1, I can live with that too.
0, Where is your favorite vacation spot?
1, I like going to my parents' lake house.
0, Is it far from here?
0, You have to drive a couple of hours from here.
1, That's a great distance. It's not too far or too near.
1," Yes, I agree. It's very relaxing there."
1, I'm so glad the weekend's finally here.
1, Me too. Imagine. It's a long weekend. We've got three days in a row.
0," So, where're you going?"
0, I don't have any plans yet. I'll just play it by ear. How about you?
0, We're going to go hiking and camping in the mountains.
1, That sounds exciting!
0, Wanna join us?
0," Hm, let me think about it. I'll let you know later."
0, When are you gonna take your vacation?
0, I was planning to take it at the end of this month. My husband and I haven't had a chance to have a vacation over the past three years. So we are planning to travel to Europe this time.
1, Oh! That sounds great!
1," Yes, it will be a good trip."
0, Do you have school today?
0, I'm through for the summer.
0, Really? So what do you plan to do?
0," Well, I don't know what I'm going to do with my free time yet."
0, Are you planning to take any summer classes?
0, No. I think I'll just relax. I really need a break.
0, Did you say you're going to take a vacation next week?
0, Yes. I'm going to San Francisco for a couple of days.
-1," Oh, I wish I could get away for a while. "
0, Can't you take a vacation this summer?
-1, Not until the end of August. 
0," How was your vacation, NAME?"
1," Oh, it was great! I had a great time on the beach!"
1, No wonder you're so dark!
1, Yeah. I had a lot of time to work on my tan.
0, What else did you do?
1, Nothing really. It was good just to relax.
1, I wish I could get away like that. It sounds wonderful!
1," Trust me, it was!"
0, Hi NAME. What's wrong?
-1, NAME and I had an argument. 
0, Why?
0, It's our anniversary today.
0, Why did you argue on your anniversary?
-1, She didn't like the gift I got her. 
0, What was it?
0, A vacuum cleaner.
-1, A vacuum cleaner? That's not a very romantic gift. 
-1, That's what she said. Now she's mad at me. 
0," Well, I can understand her."
1, It's a practical gift. Something she can use all the time.
0, What did she get you?
0, A watch.
1, That's a very nice gift.
1, It's a practical gift. Something I can use all the time.
1," That's really the same thing, NAME."
0," Fine, what should I do?"
0, Return the vacuum and buy her jewelry.
0, Are you going to vote?
0," Yes, are you?"
0," Yes, but what day are the elections?"
0, You don't know what day the elections are?
0, That's why I'm asking you.
0, They're this coming Tuesday.
0, Really?
0," Yes, I'm serious."
1, Good thing you told me.
-1, I can't believe you didn't know when the elections were. 
0, It slipped my mind.
0, You should watch the news more often.
0, Will you be voting?
0, I will. Will you be voting?
0, When is the election?
0, You don't know that?
0, I just don't know.
0, It's this Tuesday.
0, You can't be serious.
0, Why would I joke?
1, Thanks for telling me.
0, You should've known already.
0, I forgot.
0," As long as you go vote, that's all that matters."
0, Are you going to vote?
1, Of course! Are you?
0," I plan to, but what day is the election?"
0, You should know that.
0, Can you just tell me?
0, The election is this Tuesday.
0, Are you serious?
0, I'm not kidding.
1, It's a good thing I asked you.
-1, That should've been something you knew already. 
0, I couldn't remember.
0, Whatever. Just make sure you go vote.
1, I want to rent this apartment.
1, I'm glad to hear that.
0, How much are you asking?
0, You will have to pay $1050 every month.
-1, I can't afford that. 
0, What can you afford?
0, I was thinking $800 a month.
-1, I'll need you to pay more than that. 
0, How much more?
0, How does $900 every month sound to you?
1, I can live with that.
1, We have a deal then.
0, Are you planning on voting?
0, Yes. What about you?
0," Yes, but this will be my first time voting."
0, Really?
-1," Yes, and I have no idea how to do it. "
1, Voting is simple.
-1, I don't know any of the laws they're trying to pass. 
1, That's okay. They describe everything on the ballot.
0, I didn't know that.
1, Don't worry. You'll be fine.
1, That's good to know.
1, Congratulations on your first voting day.
0, Are you going to vote?
0, I am. Are you?
0," Yes, and for the first time."
0, Is that right?
0, I don't know how to vote.
1, Voting isn't difficult.
-1, I'm not sure what laws are being voted on. 
0, They tell you everything on the ballot.
0, They do?
1, You'll be okay.
1, Thanks for telling me.
1, You should be excited about your first vote.
0, Will you be voting this year?
1, Of course! Will you?
1, This is going to be my first time voting.
0, Are you serious?
0, I'm not sure what I'm doing.
1, Voting is easy.
-1, I don't know anything about the bills or laws they're trying to pass. 
1, The ballot gives you all that information.
0, Nobody told me that before.
0, You have nothing to worry about.
1, I'm so glad you told me that.
1, Good luck on your first election.
0, Are you voting tomorrow?
0, Of course. What about you?
0, You know that I am.
0, Where is your polling place?
0, It's at the park up the street.
0," Oh, is that right?"
0, Where's your polling place?
0, I have no idea.
0, How come you don't know where it is?
0, Nothing came in the mail telling me my polling place.
0, You should check online.
0," Oh, really? I'm going to do that right now."
0, Are you going to vote tomorrow?
0, I sure am. How about you?
0, I am.
0, Do you know where your polling place is?
0, My polling place is up the street at the park.
0," Oh, really?"
0, Where's yours at?
0, I'm not sure.
0, You should know that already.
0, I didn't receive my polling place in the mail.
0," You do know that you can look online, right?"
0, I didn't know that. I'll go look right now.
0, Are you planning on voting?
0, Yes. Are you?
0, I will be voting tomorrow.
0, What's your polling place?
0, My polling place is at the park up the street.
0," Oh, yeah?"
0," Yes, where is yours?"
0, I don't know.
0, How is it you don't know?
0, The location of my polling place never came in the mail.
0, You can always just check online.
0, Let me go do that.
0, Are you going to vote on Tuesday?
0, Of course. How about you?
0, I've already voted.
0, How's that?
0, I sent in an absentee ballot.
0, Why?
-1, I won't be able to vote on Tuesday. 
0, Why not?
-1, I have to work. 
0, Why don't you go to work late?
0, I have important business to take care of that morning.
0, I see.
0, Will you be voting?
0, Yes. Will you?
0, I already have.
0, How did you do that?
0, I mailed in an absentee ballot.
0, Why is that?
-1, I can't vote on Tuesday! 
0, What's the reason for that?
-1, I have to go to work. 
0, You can just go to work after you vote.
0, I need to take care of some business that morning.
0, I get it now.
0, Do you plan on voting this Tuesday?
0, Yes. What about you?
0, I already voted.
0, What do you mean you already voted?
0, I had to mail in an absentee ballot.
0, Why'd you have to do that?
-1, I'm not going to be able to vote this Tuesday. 
0, Why is that?
-1, I have to work this Tuesday. 
0, You can always go to work late.
0, That same morning I have some business to take care of.
0," Oh, I understand."
0, Are you going to vote?
0," Yes, but not for the person you're voting for."
0, Why not?
-1, I don't like him. 
0, What's wrong with him?
-1, He's not too smart. 
-1, That's not true. 
-1," I don't agree with his policies, either. "
1, I think he is a great candidate.
-1, I don't think so. 
-1, I think you should rethink your opinion about him. 
-1, I have the right to my own opinion. 
0, I was wondering if you allow pets in this building.
0," We do allow some pets, but you must pay an additional five hundred dollar security deposit."
0, What kind of pets do you allow?
0, You may keep either one cat or one dog.
0, Can cats and dogs be outside?
0," Cats can be outside, but we want them collared or tagged so we know who they belong to. Dogs must be on a leash and are not allowed in the flowerbeds."
0, Are there any special places nearby that I can walk my dog?
0, There is a dog park down the block.
0, Do many other tenants in this building have pets?
0," Not too many, but you shouldn't have any trouble finding someone to share walks with."
0, Will you be voting?
-1, I won't be voting for the same person as you. 
0, Why?
-1, I really don't like your candidate. 
-1, What's your problem with him? 
-1, I don't find him very smart. 
1, He is smart.
-1, I also don't agree with his policies. 
1, He's a fabulous candidate.
-1, That's just your opinion. 
-1, You shouldn't think poorly of him. 
1, I'm entitled to my opinion.
0," You're voting, right?"
0," Yes, I am, but I'm not voting for who you're voting for."
0, Why is that?
-1, I don't like that candidate. 
-1, Why don't you like him? 
-1, I do not find him to be very intelligent. 
1, He is very smart.
-1," He's not smart, and I don't agree with any of his policies. "
1, I think he's the best candidate.
-1, But I don't see what you see. 
-1, You really shouldn't speak so negatively about him. 
0, I have my own opinion.
0, Are you going to vote?
1, I am so excited to be voting.
0, Do you know who you're going to vote for?
1, I am so impressed with the candidate I'm going to vote for.
0, What's so great about him?
1, I feel that he is very intelligent.
0," Oh, really?"
1," Yes, and I agree with all his policies."
1, That's good to hear.
1, I think this man is going to be the next President.
1, I hope so.
1, I'm going to make sure and get my vote in.
0, Will you be voting?
1, I can't wait to vote.
0, Who are you voting for?
1, The person I'm voting for is the best.
0, What do you like about him?
1, He is very intelligent.
0, You think so?
1," That's right. Plus, I agree with his policies."
1, I'm glad to hear that you are so excited.
1, I'm voting for the next President.
1, I'm sure he will be.
1, I'm going to make sure and vote.
0, Are you going to vote this Tuesday?
1," Yes, I am, and I am so excited."
0, Have you figured out who you're going to vote for?
1, I love my candidate.
0, Why is that?
1, My candidate is probably the most intelligent.
0, Is that right?
1, I also agree with all his policies.
1, That's great!
1, I know he's going to be the next President.
1," Hopefully, he will be."
1, I can't wait to vote.
0, We're asking for donations today.
0, What are you collecting donations for?
0, We're trying to raise money for the campaigns.
0, How much are you planning on raising?
0, As much as possible.
0, What kind of fundraisers are you doing?
0, We are going door to door.
0," You should try actual fundraisers, too."
0, What else can we do?
0, Try having a car wash or selling candy.
0, I didn't think of that.
1, I know. It'll also help you make more money.
0, We're trying to get donations.
0, What are you getting donations for?
0, We're getting donations for the campaigns.
0, How much money are you looking to make?
0, As much as we can.
0, Are you doing different fundraisers?
0, We're just going door to door.
0, You should do something else.
0, Do you have any suggestions?
0, Try a car wash and selling candy.
1, That is a good idea.
1, You'll make more money that way.
0, Would you like to make a donation?
0, Donations for what?
0, It's for the campaigns.
0, How much money are you trying to raise?
0, It doesn't matter how much.
0, What are you doing to raise money?
0, We go door to door asking for donations.
0, You should try other fundraisers.
0, Like what?
0, You can always wash cars and sell candy.
1, That's a great idea.
1, That'll help you make more money.
0, May I speak to you for a few minutes?
0, About what?
0, I want to speak to you about this year's election.
0," Oh, really?"
0," Yes, I am a volunteer for the campaign."
1, I am very impressed.
1," I feel that history is about to be made, and I want to be a part of it."
1, That is very nice of you.
0, Will you be voting?
1," Yes, I am going to vote."
0, Make sure you make it to your polling place early on Election Day.
1, Thank you and good luck.
0, Could I speak to you for a minute?
0, What do you want to speak to me about?
0, I want to talk about this year's election.
0," Oh, you do?"
0, I am volunteering for the campaign.
0, What made you decide to volunteer?
1, I want to be a part of history.
1, Good for you.
0, Do you plan on voting?
0, I will be voting.
0, You should try and make it early to your polling place.
1, Thanks for letting me know.
0, What is your policy towards tenants keeping pets?
0," You may have a pet, but you have to pay an extra two hundred dollar cleaning deposit."
0, How many pets can we have?
0, You may have only one pet. You can have either a small dog or a cat.
0, What is the policy as to where the pets can be outside?
0, We ask that you keep your cats indoors or on your balcony. Dogs need to be walked to the street or park.
0, Where can I walk my dog?
0," There is a park down the street, but you must keep your dog on a leash."
0, How many other people have pets around here?
0," We have quite a few pet owners here, so if you need help finding a veterinarian, just ask around."
1," I would like to speak to you, if you don't mind."
0, What would you like to speak to me about?
0, I would like to talk to you about this year's election.
0, Is that right?
0, I am a volunteer for this year's campaign.
1, That's wonderful. I am impressed at someone so young taking a stand.
1," I know history is about to be made, and I would like to be a part of it."
1, That's fantastic.
0, Are you planning on voting?
0, I'm going to vote.
0, Go to your polling place early on Election Day.
1, I will. Good luck with your volunteering.
0, Where are you going?
0, I have to go to work.
0, Going to work where?
0, I'm working at the polling place.
0, I didn't know you were working there this year.
0, I work at the polling place every year.
0, How did you get that job?
0, I signed up for it online.
1, That's really cool.
1, It's a very cool job.
0, Do they pay you a lot?
1, They pay well enough.
1, Nice job.
0, Are you going somewhere?
0, I'm on my way to work.
0, Where do you work?
0, I work at the polling place.
0, You didn't tell me you were working there this year.
0, I do this every year.
0, How'd you get that job?
0, I applied online.
1, That's interesting.
1, I enjoy working there every year.
0, How much do they pay?
1, They pay just enough.
0, Are you leaving?
0, I'm going to work.
0, You have a job?
0, I'm going to work at the polling place.
0, You're working there this year?
0, I work there every year.
0, How are you able to work at the polling place?
0, I applied for the job online.
1, Sounds like fun.
1, It's a fun job.
0," They don't pay a lot, do they?"
1, They pay enough.
0, Did you need help with something?
0, I don't know where to get my ballot.
1, I can help you with that.
0, How can you help me?
0, I work here.
1, That's great.
0, May I see your ID?
0, Here it is.
0," All right, here is your ballot card."
0, What do I do now?
0, Go to a voting booth and vote.
1, All right. Thanks for your help.
0, May I help you?
